Sample,Temp(BME680),Presure(BME680),H.R.(BME680),R(BME680),CO2(SGP30),TVOC(SGP30),H2(SGP30),Etanol(SGP30),CO2(CCS811),TVOC(CCS811),Res(ohm)(CCS811),CO2(iAQ),TVOC(iAQ),R(iAQ-Core),Aire/Muestra
829,48,100013,11,1204556797,1031,420,13844,18414,1975,703,81200,2530,698,346966,1
830,48,100013,11,1204589881,1024,409,13855,18421,1964,685,81600,2710,748,330633,1
831,48,100013,11,1204540316,1031,404,13847,18419,1964,685,81600,2917,805,313584,1
832,48,100013,11,1204565053,1068,422,13846,18424,1964,685,81600,3127,863,298030,1
833,48,100013,11,1204573319,1056,424,13845,18410,1964,685,81600,2819,778,321412,1
834,48,100013,11,1204573319,1033,420,13838,18412,1964,685,81600,3401,938,279846,1
835,48,100011,11,1204565053,1040,414,13846,18409,1964,685,81600,2468,681,353071,1
836,48,100017,11,1204581595,1048,435,13834,18393,1978,709,80800,2513,693,348579,1
837,48,100017,11,1204581595,1015,423,13847,18411,1978,709,80800,2564,708,343770,1
838,48,100017,11,1204639816,1029,433,13847,18404,1972,698,81200,2167,598,385527,1
839,48,100017,11,1204450390,1036,418,13848,18417,1972,698,81200,2930,808,312537,1
840,48,100015,11,1204540316,1037,415,13842,18412,1972,698,81200,2671,737,334042,0
841,48,100015,11,1204598178,1038,425,13842,18409,1972,698,81200,1957,540,411985,0
842,48,100015,11,1204715420,893,404,13895,18430,1988,725,80600,2108,582,392623,0
843,48,100015,10,1205251123,553,297,14143,18514,1498,170,107000,1538,425,477425,0
844,48,100015,10,1205568534,400,231,14265,18590,930,80,120000,929,257,620702,0
845,48,100015,9,1205840890,400,194,14318,18643,733,50,126600,1024,284,592744,0
846,48,100015,9,1206062227,400,170,14335,18680,624,34,131800,733,203,686852,0
847,48,100015,9,1206185797,400,133,14349,18730,543,21,136000,616,171,733812,0
848,48,100015,9,1206279830,400,114,14356,18764,503,15,138200,1249,345,536312,0
849,48,100017,9,1206364410,400,110,14348,18779,481,12,140000,1202,333,547219,0
850,48,100017,9,1206482266,400,88,14361,18803,460,9,141200,851,236,645660,0
851,48,100017,8,1206449942,400,75,14355,18813,454,8,141800,607,169,737644,0
852,48,100017,8,1206449942,400,59,14356,18845,445,6,142400,878,243,636491,0
853,48,100017,8,1206471476,400,48,14363,18848,441,6,142800,964,267,610210,0
854,48,100017,8,1206547326,400,46,14353,18865,445,6,142400,646,179,721276,0
855,48,100015,8,1206503891,400,36,14357,18869,441,6,142800,838,232,649804,0
856,48,100015,8,1206569136,400,27,14353,18892,424,3,144000,776,215,671189,0
857,49,100015,8,1206634938,400,22,14359,18894,424,3,144000,761,211,676716,0
858,49,100015,8,1206634938,400,31,14354,18902,424,3,144000,1149,318,560115,0
859,49,100015,8,1206734704,400,17,14345,18900,424,3,144000,1149,318,521311,0
860,49,100015,8,1206656998,400,18,14348,18912,424,3,144000,1316,364,521311,0
861,49,100015,8,1206623932,400,8,14350,18916,424,3,144000,1012,280,596354,0
862,49,100017,8,1206634938,400,7,14344,18917,424,3,144000,1450,401,493867,0
863,49,100017,8,1206493071,400,16,14342,18915,424,3,144000,631,175,727500,0
864,49,100017,8,1206701306,400,13,14340,18915,424,3,144000,450,125,837540,0
865,49,100017,8,1206634938,400,1,14342,18925,438,5,143200,450,125,823454,0
866,49,100017,8,1206623932,400,4,14342,18914,433,5,143400,450,125,1121739,0
867,49,100017,8,1206623932,400,0,14344,18921,424,3,144000,450,125,995988,0
868,49,100017,8,1206580064,400,0,14343,18928,424,3,144000,450,125,856967,0
869,49,100015,8,1206612942,400,10,14346,18928,420,3,144400,450,125,872046,0
870,49,100015,8,1206679120,400,10,14350,18932,424,3,144000,450,125,937168,0
871,49,100015,8,1206668051,400,8,14345,18936,420,3,144400,450,125,939095,0
872,49,100015,8,1206690205,400,0,14347,18939,427,4,143800,468,130,808268,0
873,49,100015,8,1206712423,400,0,14340,18947,424,3,144000,450,125,900000,0
874,49,100015,8,1206757049,400,0,14346,18943,438,5,143200,450,125,903602,0
875,49,100017,8,1206634938,400,12,14329,18929,438,5,143200,450,125,931426,0
876,49,100017,8,1206723555,400,5,14336,18938,424,3,144000,450,125,962771,0
877,49,100017,8,1206645960,400,10,14342,18938,427,4,143800,450,125,1078500,0
878,49,100017,8,1206712423,400,10,14339,18936,427,4,143800,450,125,920121,0
879,49,100017,8,1206645960,400,4,14339,18940,433,5,143400,665,185,720042,0
880,49,100017,8,1206645960,400,2,14338,18941,427,4,143800,590,164,751982,0
881,49,100017,8,1206601967,400,4,14333,18947,427,4,143800,505,141,792101,0
882,49,100015,8,1206712423,400,0,14335,18945,427,4,143800,450,125,850407,0
883,49,100015,8,1206645960,400,2,14329,18937,441,6,142800,450,125,877173,0
884,49,100015,8,1206712423,400,0,14330,18948,438,5,143200,556,155,768161,0
885,49,100015,8,1206612942,400,7,14334,18933,427,4,143800,450,125,873750,0
886,49,100015,8,1206734704,400,9,14326,18933,427,4,143800,848,235,652941,0
887,49,100015,8,1206634938,400,3,14340,18954,433,5,143400,802,222,669000,0
888,49,100015,8,1206668051,400,3,14330,18943,433,5,143400,483,135,803804,0
889,49,100017,8,1206634938,400,4,14333,18943,433,5,143400,598,166,749341,0
890,49,100017,8,1206645960,400,8,14330,18933,427,4,143800,601,167,748026,0
891,49,100017,8,1206601967,400,7,14330,18931,438,5,143200,716,199,700761,0
892,49,100017,8,1206634938,400,9,14331,18940,445,6,142400,583,162,755973,0
893,49,100017,8,1206645960,400,0,14334,18948,445,6,142400,520,145,784931,0
894,49,100015,8,1206679120,400,5,14339,18953,433,5,143400,688,191,711500,0
895,49,100015,8,1206734704,400,5,14331,18938,433,5,143400,724,201,697241,0
896,49,100015,8,1206656998,400,13,14331,18944,433,5,143400,658,183,723755,0
897,49,100015,8,1206656998,400,13,14333,18940,433,5,143400,604,168,746715,0
898,49,100015,8,1206734704,400,7,14329,18935,433,5,143400,864,239,647727,0
899,49,100015,8,1206690205,400,8,14331,18947,438,5,143200,771,214,680067,0
900,49,100015,8,1206656998,400,5,14330,18941,438,5,143200,771,214,680067,1
901,49,100017,8,1206623932,400,0,14336,18952,438,5,143200,1115,309,574351,1
902,49,100015,8,1206757049,400,0,14348,18952,438,5,143200,713,198,701941,1
903,49,100015,8,1206439198,464,39,14213,18908,424,3,144000,450,125,837540,1
904,49,100015,9,1206134061,655,69,14059,18847,954,84,119200,1022,283,600000,1
905,49,100017,9,1205781663,775,127,13969,18767,1686,325,95000,1182,327,557661,1
906,49,100017,9,1205492568,790,152,13952,18732,1743,384,91800,1418,392,505549,1
907,49,100017,9,1205436117,807,180,13946,18677,1767,411,90600,1574,435,476146,1
908,49,100017,10,1205417399,810,204,13944,18647,1780,428,90000,1819,502,436116,1
909,49,100017,10,1205296920,802,217,13941,18629,1795,444,89200,2126,587,394547,1
910,49,100017,10,1205251123,822,236,13935,18606,1801,451,89000,2206,609,385060,1
911,49,100015,10,1205251123,812,238,13938,18601,1806,457,88600,2381,657,365743,1
912,49,100015,10,1205296920,822,247,13927,18580,1820,476,88000,2146,592,392144,1
913,49,100015,10,1205169433,837,266,13924,18574,1833,493,87400,2468,681,356806,1
914,49,100015,10,1205106550,842,272,13918,18549,1833,493,87400,1871,517,428389,1
915,49,100015,10,1205008867,857,301,13911,18532,1846,509,86600,2190,605,386931,1
916,49,100015,10,1205061978,856,306,13907,18526,1858,527,86000,2083,575,399910,1
917,49,100015,10,1205079773,859,314,13904,18520,1865,536,85800,1967,543,415087,1
918,49,100015,10,1205026526,854,312,13908,18517,1875,548,85400,2178,601,388343,1
919,49,100015,10,1204956161,858,324,13908,18514,1882,556,85000,2174,600,388815,1
920,49,100013,10,1204973685,897,342,13892,18492,1890,571,84800,2210,610,384595,1
921,49,100013,10,1204991254,889,350,13888,18486,1902,588,84000,1797,496,439491,1
922,49,100017,10,1205008867,874,355,13897,18491,1911,601,83800,2540,701,349796,1
923,49,100017,10,1204938682,909,360,13883,18482,1902,588,84000,2821,778,324690,1
924,49,100015,10,1204991254,910,361,13884,18487,1902,588,84000,2659,734,338663,1
925,49,100015,10,1204956161,911,363,13885,18475,1917,611,83400,3093,853,303655,1
926,49,100015,10,1204903856,930,383,13877,18471,1917,611,83400,1986,548,412500,1
927,49,100015,10,1204912546,915,403,13881,18467,1925,623,83200,2111,583,396485,1
928,49,100015,10,1204860570,939,393,13872,18453,1934,639,82800,2254,622,379525,1
929,49,100015,10,1204826138,911,384,13873,18458,1925,623,83200,1789,494,440625,1
930,49,100015,10,1204817557,908,386,13880,18462,1940,649,82400,1906,526,423529,1
931,49,100015,10,1204766297,938,405,13870,18449,1948,659,82200,2021,558,407901,1
932,49,100013,10,1204783340,925,388,13878,18451,1940,649,82400,2115,584,396000,1
933,49,100013,10,1204877851,935,400,13876,18449,1940,649,82400,2060,569,402880,1
934,49,100013,10,1204783340,952,407,13873,18439,1940,649,82400,1797,496,439491,1
935,49,100015,10,1204800427,946,398,13879,18451,1940,649,82400,2790,770,327272,1
936,49,100015,10,1204817557,961,396,13865,18442,1940,649,82400,2624,724,341793,1
937,49,100015,10,1204860570,941,401,13871,18445,1948,659,82200,2518,695,351838,1
938,49,100015,10,1204826138,939,422,13863,18439,1948,659,82200,2839,783,323228,1
939,49,100015,10,1204800427,954,407,13871,18451,1948,659,82200,2703,746,334806,1
940,49,100015,10,1204783340,979,433,13857,18431,1964,685,81600,2879,794,319969,1
941,49,100013,10,1204749295,920,410,13877,18448,1957,674,81800,2879,794,319969,1
942,49,100013,10,1204749295,957,419,13873,18433,1956,672,81800,2733,754,332142,1
943,49,100013,10,1204648175,960,435,13867,18429,1956,672,81800,2642,729,340223,1
944,49,100013,10,1204690125,952,429,13862,18429,1962,683,81600,2443,674,359328,1
945,49,100015,10,1204808987,952,408,13863,18435,1962,683,81600,2817,777,325058,1
946,49,100015,11,1204766297,939,408,13865,18443,1962,683,81600,3386,934,283792,1
947,49,100015,11,1204740811,940,417,13862,18431,1962,683,81600,3257,898,292224,1
948,49,100015,11,1204648175,972,427,13863,18428,1962,683,81600,2582,712,345762,1
949,49,100013,11,1204732337,991,422,13862,18420,1962,683,81600,2141,591,392623,1
950,49,100013,11,1204706978,957,409,13866,18437,1971,696,81200,2213,611,384130,1
951,49,100013,11,1204808987,980,430,13851,18431,1971,696,81200,1656,458,461802,1
952,49,100013,11,1204715420,970,418,13859,18431,1977,707,80800,2446,675,358906,1
953,49,100013,11,1204690125,970,416,13854,18433,1977,707,80800,2534,699,350203,1
954,49,100015,11,1204783340,959,416,13860,18436,1971,696,81200,2551,704,348579,1
955,49,100015,11,1204698546,970,421,13856,18433,1971,696,81200,2828,780,323958,1
956,49,100015,11,1204690125,987,432,13852,18424,1971,696,81200,2229,615,382279,1
957,49,100015,11,1204732337,982,428,13857,18430,1971,696,81200,2766,763,329134,1
958,49,100015,11,1204800427,977,423,13853,18427,1971,696,81200,2684,741,336342,1
959,49,100013,11,1204740811,1001,425,13846,18423,1986,723,80600,2864,790,321050,1
960,49,100013,11,1204606485,995,443,13846,18415,1986,723,80600,3082,850,304326,0
961,49,100013,11,1204698546,975,446,13855,18417,1977,707,80800,3027,835,308395,0
962,49,100013,11,1204903856,897,422,13889,18428,1977,707,80800,3054,842,306352,0
963,49,100013,10,1205380110,525,309,14158,18524,1742,382,91800,2458,678,357644,0
964,49,100013,10,1205762027,400,236,14279,18602,1307,138,110800,2384,658,365310,0
965,49,100013,9,1206001202,400,192,14329,18654,889,74,121200,1878,519,427302,0
966,49,100013,9,1206103190,400,171,14340,18691,591,29,133400,1766,488,444052,0
967,49,100013,9,1206396372,400,150,14359,18742,534,20,136600,1537,425,482595,0
968,49,100011,9,1206514727,400,126,14366,18761,502,15,138200,995,276,607398,0
969,49,100015,9,1206547326,400,107,14366,18790,485,12,139600,845,234,653992,0
970,49,100015,8,1206536444,400,85,14371,18831,456,8,141600,1362,377,516938,0
971,49,100015,8,1206745869,400,66,14371,18849,444,6,142400,1225,339,547219,0
972,49,100013,8,1206701306,400,64,14369,18862,436,5,143200,762,211,683446,0
973,49,100013,8,1206690205,400,51,14365,18876,432,4,143400,640,178,731276,0
974,49,100013,8,1206745869,400,43,14371,18896,426,3,143800,902,250,635485,0
975,49,100013,8,1206801933,400,51,14357,18878,423,3,144000,685,190,712710,0
976,49,100013,8,1206757049,400,39,14356,18900,426,3,143800,643,179,730014,0
977,49,100013,8,1206790688,400,29,14364,18910,426,3,143800,845,234,653992,0
978,49,100013,8,1206779459,400,23,14360,18920,426,3,143800,950,263,620702,0
979,49,100013,8,1206768246,400,24,14355,18925,418,2,144400,1043,289,593644,0
980,49,100013,8,1206824472,400,15,14358,18935,418,2,144400,998,276,606465,0
981,49,100011,8,1206801933,400,13,14363,18942,418,2,144400,1400,387,509066,0
982,49,100011,8,1206892482,400,12,14351,18933,418,2,144400,1400,387,509066,0
983,49,100011,8,1206801933,400,8,14357,18938,418,2,144400,880,244,642580,0
984,49,100011,8,1206869746,400,13,14349,18943,418,2,144400,1102,305,577784,0
985,49,100017,8,1206813195,400,8,14359,18942,418,2,144400,953,264,619736,0
986,49,100017,8,1206768246,400,10,14351,18936,418,2,144400,1030,285,597262,0
987,49,100017,8,1206801933,400,5,14354,18944,418,2,144400,1004,278,604606,0
988,49,100017,8,1206813195,400,12,14353,18943,432,4,143400,1102,305,577784,0
989,49,100017,8,1206801933,400,1,14352,18947,432,4,143400,1225,339,547219,0
990,49,100015,8,1206813195,400,5,14346,18945,432,4,143400,1089,301,581250,0
991,49,100015,8,1206813195,400,0,14355,18961,418,2,144400,713,198,701941,0
992,49,100015,8,1206824472,400,0,14344,18954,423,3,144000,547,152,772297,0
993,49,100015,8,1206813195,400,10,14344,18955,423,3,144000,468,130,811267,0
994,49,100015,8,1206813195,400,11,14341,18947,423,3,144000,618,172,740217,0
995,49,100015,8,1206813195,400,8,14341,18950,423,3,144000,544,151,773684,0
996,49,100015,8,1206824472,400,1,14351,18963,426,3,143800,450,125,848780,0
997,49,100015,8,1206824472,400,5,14349,18960,434,5,143200,450,125,887584,0
998,49,100015,8,1206835766,400,10,14339,18954,427,4,143400,1103,305,577784,0
999,49,100013,8,1206813195,400,2,14342,18950,424,3,143800,713,198,701941,0
1000,49,100017,8,1206824472,400,0,14354,18967,427,4,143400,450,125,885834,0
1001,49,100017,8,1206779459,400,0,14348,18970,424,3,143800,505,141,793548,0
1002,49,100017,8,1206915283,400,9,14338,18957,434,5,143200,602,167,748026,0
1003,49,100017,8,1206835766,400,8,14340,18959,427,4,143400,578,161,758653,0
1004,49,100015,8,1206847077,400,5,14342,18968,424,3,143800,1156,320,564244,0
1005,49,100015,8,1206824472,400,0,14335,18963,424,3,143800,1180,326,558477,0
1006,49,100015,8,1206881106,400,6,14341,18965,434,5,143200,1071,296,586510,0
1007,49,100015,8,1206824472,400,10,14331,18945,436,5,142800,584,162,755973,0
1008,49,100015,8,1206824472,400,6,14343,18962,427,4,143400,757,210,685714,0
1009,49,100015,8,1206847077,400,1,14342,18969,424,3,143800,1036,287,596354,0
1010,49,100015,8,1206835766,400,0,14340,18971,427,4,143400,913,253,632484,0
1011,49,100015,8,1206790688,400,12,14329,18963,427,4,143400,745,207,690287,0
1012,49,100013,8,1206881106,400,2,14349,18968,427,4,143400,885,245,641559,0
1013,49,100013,8,1206881106,400,11,14328,18958,427,4,143400,1019,282,600916,0
1014,49,100013,8,1206801933,400,11,14335,18953,436,5,142800,1107,306,576923,0
1015,49,100013,8,1206801933,400,5,14337,18962,442,6,142400,916,254,631488,0
1016,49,100013,8,1206801933,400,11,14330,18962,442,6,142400,690,192,711500,0
1017,49,100015,8,1206779459,400,9,14332,18956,434,5,143200,1231,341,546428,0
1018,49,100015,8,1206824472,400,22,14329,18948,434,5,143200,608,169,745408,0
1019,49,100015,8,1206835766,400,12,14338,18955,434,5,143200,999,277,606465,0
1020,49,100015,8,1206938151,400,9,14337,18955,434,5,143200,1039,288,595449,1
1021,49,100015,8,1206892482,400,10,14335,18960,434,5,143200,1549,428,480646,1
1022,49,100015,8,1206961085,400,5,14349,18958,434,5,143200,1343,371,521311,1
1023,49,100015,8,1206645960,447,34,14215,18923,495,14,138600,1343,371,521311,1
1024,49,100015,9,1206407056,631,75,14070,18856,1014,93,117400,1636,452,465480,1
1025,49,100015,9,1205910598,761,120,13973,18789,1601,246,100000,1596,441,472340,1
1026,49,100015,9,1205752229,829,168,13919,18721,1764,407,90600,2167,598,389762,1
1027,49,100015,9,1205530451,844,199,13903,18680,1855,523,86000,2155,595,391189,1
1028,49,100015,10,1205389414,855,218,13905,18640,1887,567,84800,1794,496,440057,1
1029,49,100015,10,1205380110,838,237,13909,18611,1878,552,85000,1798,497,439491,1
1030,49,100015,10,1205278566,836,252,13914,18596,1870,543,85400,1918,530,421927,1
1031,49,100015,10,1205278566,828,275,13914,18569,1855,523,86000,2600,717,344167,1
1032,49,100015,10,1205287737,830,289,13920,18552,1851,516,86400,2096,579,398437,1
1033,49,100015,10,1205333773,825,301,13913,18541,1851,516,86400,2316,639,372765,1
1034,49,100015,10,1205187505,812,316,13925,18538,1851,516,86400,2411,665,362729,1
1035,49,100015,10,1205223787,818,316,13930,18542,1861,531,85800,2034,562,406385,1
1036,49,100013,10,1205296920,827,317,13922,18536,1870,543,85400,2390,660,364878,1
1037,49,100013,10,1205196558,837,349,13908,18511,1861,531,85800,2276,628,377253,1
1038,49,100013,10,1205205623,833,341,13915,18508,1870,543,85400,2394,661,364447,1
1039,49,100013,10,1205278566,829,340,13914,18515,1887,567,84800,2155,595,391189,1
1040,49,100013,10,1205214699,841,357,13910,18502,1887,567,84800,1805,499,438362,1
1041,49,100013,10,1205124459,858,367,13905,18502,1893,575,84400,2300,635,374551,1
1042,49,100013,10,1205169433,850,365,13902,18504,1898,582,84000,2042,564,405379,1
1043,49,100015,10,1205079773,852,383,13893,18476,1898,582,84000,2267,626,378159,1
1044,49,100015,10,1205044229,845,375,13898,18486,1920,617,83200,2609,720,343373,1
1045,49,100015,10,1205044229,859,390,13896,18477,1920,617,83200,2571,709,346966,1
1046,49,100015,10,1205070870,852,384,13901,18489,1920,617,83200,2439,673,359751,1
1047,49,100015,10,1205035372,860,380,13893,18480,1920,617,83200,2040,563,405379,1
1048,49,100015,10,1205035372,880,403,13890,18470,1931,633,82800,2222,613,383203,1
1049,49,100015,10,1204973685,872,388,13891,18481,1920,617,83200,2291,632,375449,1
1050,49,100013,10,1204973685,881,394,13886,18468,1931,633,82800,2629,725,341400,1
1051,49,100013,10,1204973685,879,393,13879,18474,1943,653,82200,1730,478,449853,1
1052,49,100013,10,1204956161,898,393,13883,18467,1953,667,81800,2254,622,379525,1
1053,49,100013,10,1204964918,908,400,13878,18468,1935,641,82400,2111,583,396485,1
1054,49,100013,10,1205079773,914,408,13869,18457,1951,665,81800,2535,700,350203,1
1055,49,100013,10,1204947416,918,422,13872,18448,1951,665,81800,1771,489,443478,1
1056,49,100015,10,1205044229,920,430,13874,18451,1951,665,81800,1797,496,439491,1
1057,49,100015,10,1205044229,898,425,13876,18446,1942,651,82200,2397,662,364016,1
1058,49,100015,10,1204912546,915,423,13873,18444,1951,665,81800,2150,594,391666,1
1059,49,100015,10,1204964918,897,418,13876,18443,1942,651,82200,2781,767,328015,1
1060,49,100013,10,1205017691,900,423,13870,18440,1951,665,81800,2275,628,377253,1
1061,49,100013,10,1204956161,904,417,13878,18447,1951,665,81800,2599,717,344167,1
1062,49,100013,10,1204947416,897,417,13872,18449,1959,676,81600,2246,620,380440,1
1063,49,100013,10,1204903856,911,429,13872,18442,1951,665,81800,2246,620,312189,1
1064,49,100013,10,1205000055,911,430,13864,18447,1967,689,81200,2978,822,312189,1
1065,49,100013,10,1204912546,904,413,13871,18448,1959,676,81600,2518,695,351838,1
1066,49,100011,10,1204921247,915,428,13872,18442,1967,689,81200,2595,716,344565,1
1067,49,100011,10,1204947416,908,430,13871,18447,1973,700,80800,2856,788,321774,1
1068,49,100011,10,1204956161,928,428,13861,18439,1967,689,81200,2552,704,348579,1
1069,49,100013,10,1204929959,926,436,13859,18433,1973,700,80800,2698,744,335189,1
1070,49,100013,10,1204903856,936,429,13864,18442,1973,700,80800,2323,641,371877,1
1071,49,100013,10,1204877851,937,436,13858,18436,1973,700,80800,2138,590,393103,1
1072,49,100013,10,1204895177,943,441,13861,18430,1973,700,80800,2262,624,378614,1
1073,49,100013,10,1204938682,935,443,13860,18429,1991,730,80200,2514,694,352248,1
1074,49,100013,10,1204921247,938,446,13862,18433,1991,730,80200,2677,739,337113,1
1075,49,100011,10,1204851946,919,440,13863,18438,1973,700,80800,2839,783,323228,1
1076,49,100011,10,1204851946,938,445,13864,18427,1991,730,80200,2799,772,326532,1
1077,49,100011,10,1204808987,937,441,13863,18431,1973,700,80800,3578,987,272164,1
1078,49,100011,10,1204903856,934,442,13854,18430,1982,716,80600,2960,817,313584,1
1079,49,100013,10,1204808987,939,448,13854,18427,1982,716,80600,2964,818,313235,1
1080,49,100013,10,1204834730,944,452,13864,18423,1982,716,80600,2847,785,322500,0
1081,49,100013,10,1204817557,945,440,13865,18434,1982,716,80600,3037,838,307712,0
1082,49,100013,10,1205169433,734,393,13983,18476,1973,700,80800,2677,739,337113,0
1083,49,100013,10,1205654967,445,283,14204,18557,1556,211,102800,2381,657,365743,0
1084,49,100013,10,1205991080,400,228,14297,18627,1041,97,116600,1631,451,466098,0
1085,49,100013,9,1206322002,400,194,14333,18677,768,56,125000,1800,497,438926,0
1086,49,100013,9,1206428469,400,173,14347,18715,637,36,130600,741,206,691438,0
1087,49,100013,9,1206645960,400,139,14367,18763,567,25,134400,629,175,736363,0
1088,49,100011,9,1206734704,400,123,14362,18779,534,20,136400,716,199,700761,0
1089,49,100011,8,1206757049,400,105,14368,18804,493,14,140200,710,197,703125,0
1090,49,100011,8,1206779459,400,82,14381,18843,452,7,141600,1449,401,499312,0
1091,49,100011,8,1206835766,400,74,14369,18858,444,6,142200,1031,285,597262,0
1092,49,100011,8,1206984086,400,68,14376,18874,441,6,142400,1347,372,519847,0
1093,49,100011,8,1207007154,400,49,14368,18883,426,3,143400,931,258,626548,0
1094,49,100011,8,1206972577,400,44,14377,18905,426,3,143400,956,265,618773,0
1095,49,100011,8,1206972577,400,38,14370,18908,423,3,143800,1168,323,560937,0
1096,49,100011,8,1207100105,400,36,14365,18915,426,3,143400,1148,318,565909,0
1097,49,100011,8,1207053493,400,33,14369,18930,420,3,144000,1059,293,589169,0
1098,49,100011,8,1207018714,400,26,14365,18929,423,3,143800,1310,362,527980,0
1099,49,100011,8,1207018714,400,19,14359,18930,420,3,144000,943,261,622641,0
1100,49,100011,8,1207100105,400,11,14361,18947,423,3,143800,1537,425,482595,0
1101,49,100009,8,1207100105,400,10,14361,18944,433,5,143200,1185,328,556846,0
1102,49,100009,8,1207053493,400,10,14359,18954,423,3,143800,1195,331,554415,0
1103,49,100013,8,1207111800,400,19,14354,18940,420,3,144000,1008,279,603680,0
1104,49,100013,8,1207076765,400,14,14360,18952,423,3,143800,1008,279,603680,0
1105,49,100013,8,1207030290,400,10,14358,18954,423,3,143800,688,191,711500,0
1106,49,100011,8,1207123513,400,3,14361,18962,426,3,143400,858,238,649804,0
1107,49,100011,8,1207007154,400,0,14355,18968,423,3,143800,1034,286,596354,0
1108,49,100011,8,1207123513,400,9,14354,18968,426,3,143400,1386,383,511907,0
1109,49,100011,8,1207053493,400,4,14357,18969,423,3,143800,966,268,615897,0
1110,49,100011,8,1207123513,400,11,14349,18955,426,3,143400,655,182,725000,0
1111,49,100011,8,1207076765,400,0,14361,18975,435,5,142800,694,193,709090,0
1112,49,100011,8,1207053493,400,4,14352,18962,435,5,142800,820,227,662500,0
1113,49,100011,8,1207053493,400,3,14356,18963,435,5,142800,1232,341,545639,0
1114,49,100011,8,1207100105,400,0,14354,18987,426,3,143400,1125,311,571797,0
1115,49,100011,8,1207053493,400,0,14335,18959,426,3,143400,1863,515,429481,0
1116,49,100011,8,1207065121,400,3,14344,18970,433,5,143200,1040,288,594545,0
1117,49,100009,8,1207030290,400,1,14341,18956,433,5,143200,1158,320,563414,0
1118,49,100009,8,1207100105,400,0,14359,18982,433,5,143200,905,251,634482,0
1119,49,100009,8,1207100105,400,1,14350,18980,426,3,143400,969,268,614943,0
1120,49,100009,8,1207088426,400,10,14339,18964,441,6,142400,814,226,664655,0
1121,49,100009,8,1207041883,400,0,14345,18974,441,6,142400,512,143,789220,0
1122,49,100009,8,1207076765,400,1,14347,18975,435,5,142800,1181,327,557661,0
1123,49,100009,8,1207100105,400,2,14339,18971,433,5,143200,1225,339,547219,0
1124,49,100009,8,1207100105,400,1,14342,18969,435,5,142800,1232,341,545639,0
1125,49,100011,8,1207100105,400,6,14346,18974,441,6,142400,1024,284,599085,0
1126,49,100011,8,1207030290,400,0,14351,18978,444,6,142200,924,256,628517,0
1127,49,100011,8,1207007154,400,0,14348,18983,433,5,143200,1089,301,581250,0
1128,49,100011,8,1207018714,400,0,14342,18975,435,5,142800,1544,427,481294,0
1129,49,100011,8,1207030290,400,0,14336,18973,448,7,141800,1256,347,540168,0
1130,49,100011,8,1207065121,400,2,14338,18971,444,6,142200,1175,325,559295,0
1131,49,100011,8,1207076765,400,8,14340,18976,435,5,142800,1089,301,581250,0
1132,49,100011,8,1206995612,400,3,14350,18982,435,5,142800,1155,320,564244,0
1133,49,100011,8,1207007154,400,0,14342,18982,435,5,142800,1424,394,504153,0
1134,49,100009,8,1206984086,400,0,14341,18978,441,6,142400,1306,361,528729,0
1135,49,100009,8,1206995612,400,0,14339,18980,435,5,142800,1347,372,519847,0
1136,49,100009,8,1207030290,400,7,14338,18981,441,6,142400,1202,333,552803,0
1137,49,100009,8,1207088426,400,0,14334,18974,441,6,142400,1198,331,553608,0
1138,49,100009,8,1206984086,400,4,14327,18960,448,7,141800,1184,328,556846,0
1139,49,100009,8,1206972577,400,2,14342,18975,452,7,141600,1045,289,592744,0
1140,49,100009,8,1207007154,400,0,14338,18975,444,6,142200,1030,285,597262,1
1141,49,100009,8,1207030290,400,1,14335,18975,441,6,142400,1188,329,556034,1
1142,49,100009,8,1207158755,400,4,14358,18976,423,3,143800,1231,341,545639,1
1143,49,100009,8,1206881106,480,31,14185,18935,776,57,124800,1309,362,527980,1
1144,49,100009,8,1206396372,684,82,14024,18858,1595,242,100200,1995,551,410958,1
1145,49,100009,9,1206062227,806,136,13929,18780,1780,428,89600,1995,551,410958,1
1146,49,100009,9,1205801352,853,174,13892,18718,1885,564,84800,2524,697,351019,1
1147,49,100009,9,1205626041,860,200,13883,18667,1919,614,83200,2236,617,381358,1
1148,49,100009,10,1205483128,882,235,13876,18624,1942,651,82200,2163,597,389762,1
1149,49,100009,10,1205445495,865,260,13880,18591,1951,665,81800,2700,745,334806,1
1150,49,100009,10,1205361539,856,278,13895,18577,1942,651,82200,2691,742,335573,1
1151,49,100011,10,1205343016,851,296,13889,18549,1930,631,82800,3043,839,307031,1
1152,49,100011,10,1205296920,846,299,13895,18557,1930,631,82800,2549,703,348579,1
1153,49,100011,10,1205269406,856,338,13892,18523,1919,614,83200,2533,699,350203,1
1154,49,100011,10,1205251123,843,348,13902,18521,1919,614,83200,2827,780,323958,1
1155,49,100011,10,1205315322,839,355,13898,18513,1913,603,83400,2721,751,332900,1
1156,49,100011,10,1205269406,839,369,13904,18500,1913,603,83400,2661,734,338275,1
1157,49,100011,10,1205315322,836,360,13904,18504,1919,614,83200,2752,759,330258,1
1158,49,100011,10,1205214699,837,365,13899,18493,1930,631,82800,2657,733,338663,1
1159,49,100011,10,1205260259,838,382,13895,18493,1935,641,82400,2849,786,322136,1
1160,49,100011,10,1205251123,841,373,13903,18497,1930,631,82800,2801,773,326162,1
